,dba_name,Inspection Count,Upgraded,Downgraded,Fail,Pass
12612,KIDSMART CHILDCARE CENTER INC.,5,0,5,3,2
12613,KIDWATCH PLUS,11,4,7,3,8
12614,KIDWATCH PLUS INC,10,7,3,2,8
12615,"KIDZ CAN COOK, INC.",12,2,10,7,5
12616,KIDZ CREATIVE CONCEPTS LEARNING CENTER,18,7,11,4,14
12617,KIDZ CREATIVE CORNER,21,10,11,5,16
12618,KIDZ TOWN,4,0,4,2,2
12619,KIE-GOL-LANEE COMIDA TRADICIONAL OAXAQUENA,19,4,15,13,6
12620,KIKA'S RESTAURANT,3,2,1,2,1
12621,KIKI D'S B B Q HOUSE,17,7,10,5,12
12622,KIKI RESTAURANT,8,5,3,4,4
12623,KIKI'S BISTRO,15,3,12,12,3
12624,KIKI'S CHOP SUEY,2,1,1,2,0
12625,KIKKA,26,13,13,7,19
12626,KIKKA @ WHOLE FOODS STREETERVILLE,10,5,5,2,8
12627,KIKKA AT WHOLE FOODS EDGEWATER,13,8,5,7,6
12628,KIKKA AT WHOLE FOODS WEST LOOP,11,5,6,3,8
12629,KIKKA- KINGSBURY,15,10,5,1,14
12630,KIKKA-HALSTED,6,3,3,4,2
12631,KIKKA-SOUTH LOOP,15,6,9,4,11
12632,KIKUYA RESTAURANT,18,4,14,10,8
12633,KIKWETU COFFEE COMPANY,2,0,2,1,1
12634,KILDARE & 67th  MARATHON,2,1,1,2,0
12635,KILDARE LIQUORS,3,0,3,2,1
12636,KILMANJARO RESTAURANT,2,0,2,2,0
12637,KILMER  ELEMENTARY,31,10,21,17,14
12638,KILWIN'S CHOCOLATES & FUDGE IC,4,1,3,3,1
12639,KILWINS CHOCOLATES & FUDGE,10,5,5,2,8
12640,KILWINS CHOCOLATES FUDGE & ICE CREAM,4,3,1,2,2
12641,KILWINS CHOCOLATES FUDGE AND ICE CREAM,7,1,6,5,2
12642,KILWINS ICE CREAM AND CHOCOLATE,4,0,4,4,0
12643,KIM & SCOTT'S GOURMET PRETZELS,2,2,0,0,2
12644,KIM AND SCOTT'S CAFE TWIST,3,1,2,1,2
12645,KIM AND SCOTT'S CRAVE BAR,2,1,1,1,1
12646,KIM AND SCOTTS CRAVE BAR,4,2,2,2,2
12647,KIM LONG RESTAURANT,4,3,1,2,2
12648,KIM'S HOME COOKING,10,2,8,8,2
12649,KIM'S KOREAN CUISINE,2,0,2,1,1
12650,"KIMBALL DAY CARE CENTER & KINDERGARTEN , INC.",17,7,10,4,13
12651,KIMBALL KWIK MART,6,0,6,5,1
12652,KIMBALL MINI MART,4,0,4,3,1
12653,KIMBERLI SUSHI BAR & THAI,8,2,6,6,2
12654,KIMBERLI SUSHI BAR & THAI CUISINE,10,2,8,7,3
12655,KIMBERLY SUSHI,14,4,10,8,6
12656,KIMCHI POP,5,1,4,4,1
12657,KIMCHI POP BY CHEF SON,11,2,9,7,4
12658,KIMS US,6,2,4,5,1
12659,KIMURA SUSHI,14,5,9,11,3
12660,KIN JAPANESE CUISINE,4,2,2,2,2
12661,KIN SUSHI & THAI CUISINE,20,7,13,12,8
12662,KINCADE'S,29,11,18,14,15
12663,KINDER ACADEMY DAYCARE INC,10,4,6,5,5
12664,KINDER CARE LEARNING CENTERS,10,6,4,3,7
12665,KINDERCARE LEARNING CENTER,5,2,3,2,3
12666,KINDERCARE LEARNING CENTERS,25,8,17,11,14
12667,KINDLING-DOWNTOWN COOKOUT & COCKTAILS,8,4,4,4,4
12668,KINDRED CHICAGO-CENTRAL HOSPITAL,20,9,11,10,10
12669,KINDRED CHICAGO-LAKESHORE,20,7,13,8,12
12670,KINDRED HOSPITAL CHICAGO (NORTH CAMPUS),8,3,5,2,6
12671,KINDRED HOSPITAL CHICAGO-NORTH CAMPUS,25,13,12,11,14
12672,KING & 61ST GROCERY,6,0,6,6,0
12673,KING & 69TH GROCERY,2,1,1,2,0
12674,KING B.B.Q,3,1,2,2,1
12675,KING BEEFY,4,2,2,2,2
12676,KING CAFE GOURMET & GO,22,7,15,12,10
12677,KING COFFEE HOUSE & GRILL,2,1,1,1,1
12678,KING CON ICE CREAM,3,2,1,1,2
12679,KING CRAB HOUSE,12,5,7,7,5
12680,KING CRAB TAVERN/SEAFOOD GRILL,5,1,4,4,1
12681,KING DR FOOD MART,5,4,1,2,3
12682,KING FISH & CHICKEN,3,1,2,2,1
12683,KING FISH AND CHICKEN FOOD MART,2,0,2,1,1
12684,KING FOOD & LIQUOR,10,3,7,6,4
12685,KING FOOD DRIVE,5,1,4,3,2
12686,KING FOOD MART,31,12,19,22,9
12687,KING GARDEN,5,2,3,2,3
12688,KING GARDEN RESTAURANT,4,1,3,2,2
12689,KING GYROS,26,13,13,16,10
12690,KING JJ INC.,2,0,2,2,0
12691,KING KONG CHINESE FOOD,10,4,6,2,8
12692,KING KTV,5,1,4,3,2
12693,"KING LOUE'S FOOD MART, INC",2,1,1,1,1
12694,KING MINI MART,7,1,6,4,3
12695,KING OF CUPS,2,0,2,1,1
12696,KING OF FLAVORS,3,1,2,3,0
12697,KING OF THAI NOODLES AND RICE INC.,5,0,5,1,4
12698,KING PHO,11,5,6,3,8
12699,KING PHO PLUS,18,6,12,13,5
12700,KING POOLO,4,1,3,3,1
12701,KING SELECTIVE ENROL.H/S,21,12,9,7,14
12702,KING SUPERMARKET,14,4,10,7,7
12703,"KING SUPERMARKET, INC",7,3,4,3,4
12704,KING SWEETS,25,8,17,16,9
12705,KING WAH EXPRESS,22,15,7,3,19
12706,KING WAH RESTAURANT,12,5,7,6,6
12707,KING'S BOWL,24,5,19,16,8
12708,KING'S CAFE AND DESSERTS,10,4,6,7,3
12709,KING'S CHOP SUEY,19,11,8,7,12
12710,KING'S KIDDIE KINGDOM,19,7,12,9,10
12711,KING'S MARKET,3,0,3,2,1
12712,KING'S SOUL FOOD & BESS COOKIES,2,0,2,2,0
12713,KINGDOM ACADEMY LEARNING CENTER,17,7,10,10,7
12714,KINGDOM FARMS,2,1,1,1,1
12715,KINGFISH SEAFOOD & SHRIMP 2,4,0,4,3,1
12716,KINGFISH SEAFOOD INC,20,3,17,13,7
12717,KINGFISH SHRIMP INC.,2,1,1,1,1
12718,KINGFISHER  RESTAURANT,6,3,3,3,3
12719,KINGS  GYROS #2,23,6,17,11,12
12720,KINGS & QUEENS ACADEMY DAY CARE CENTER INC.,10,7,3,3,7
12721,KINGS AND QUEENS,3,1,2,3,0
12722,KINGS COUNTY TAP,3,1,2,1,2
12723,KINGS FOOD GROCERY STORE,2,1,1,2,0
12724,KINGS GYROS,8,1,7,5,3
12725,KINGS KIDDIE KINGDOM,9,6,3,2,7
12726,KINGS KIDDIE KINGDOM III,21,5,16,10,11
12727,KINGS SOUL FOOD GALLERY,5,1,4,4,1
12728,KINGSBAKER CAFE,5,3,2,3,2
12729,KINGSBURY STREET CAFE,15,6,9,5,10
12730,KINGSTON MINES,23,9,14,11,12
12731,KINGSTON'S JERK CHICKEN,10,4,6,2,8
12732,KINMONT,9,3,6,5,4
12733,KINNAREE,9,5,4,3,6
12734,KINOS FINER FOODS LIMITED,10,6,4,3,7
12735,KINSLEY BY FAIRGROUNDS,6,2,4,2,4
12736,KINTON RAMEN 2,8,1,7,7,1
12737,KINTON RAMEN1,6,3,3,4,2
12738,KINZIE ELEMENTARY,16,9,7,2,14
12739,KINZIE HOTEL,19,6,13,14,5
12740,KINZIE ST. CHOP HOUSE,17,6,11,7,10
12741,KIPLING ELEMENTARY SCHOOL,19,8,11,5,14
12742,KIPP ASCEND PRIMARY SCHOOL,22,10,12,9,13
12743,KIPP BLOOM COLLEGE PREP,17,7,10,8,9
12744,KIPP ONE ACADEMY,10,1,9,4,6
12745,KIRIN ANTLER TRADING CO,3,0,3,2,1
12746,KIRKWOOD BAR & GRILL,15,5,10,6,9
12747,KISBI COFFEE,2,0,2,2,0
12748,KISHA'S KITCHEN INC,6,0,6,4,2
12749,KISS DRAGON CO.,15,4,11,8,7
12750,KISS THE COOK BBQ,4,0,4,3,1
12751,KISS THE COOK BBQ/JERK TACO MAN,3,0,3,3,0
12752,KITA-O,2,0,2,1,1
12753,KITABEE SNACK SHOP,3,2,1,1,2
12754,KITCHEN + KOCKTAILS BY KEVIN KELLEY,14,6,8,10,4
12755,KITCHEN 17,15,5,10,7,8
12756,KITCHEN 17 LLC,7,2,5,2,5
12757,KITCHEN UNITED CHICAGO,7,3,4,3,4
12758,KITCHEN UNITED INC,3,1,2,1,2
12759,KITCHENETTE CORPORATION,11,1,10,6,5
12760,KITCHFIX,24,8,16,13,11
12761,KITE MANDARIN & SUSHI,3,0,3,2,1
12762,KITE ROOM,2,1,1,0,2
12763,KITE STRING CANTINA,12,5,7,5,7
12764,KITH & KIN,9,5,4,5,4
12765,KITSCH'N ON ROSCOE,17,8,9,6,11
12766,KITSCH'N RIVER NORTH,3,1,2,2,1
12767,KITSUNE,11,4,7,7,4
12768,"KITTY O'SHEA'S CHICAGO, LLC",13,7,6,2,11
12769,KIWI,3,1,2,2,1
12770,KIZAMI,11,3,8,8,3
12771,KIZIN CREOLE RESTAURANT,12,4,8,5,7
12772,KIZUKI RAMEN & IZAKAYA,7,1,6,3,4
12773,KIZUKI RAMEN AND IZAKAYA,16,6,10,8,8
12774,KJ FISH & CHICKEN,2,0,2,1,1
12775,KJ'S CORNER,5,4,1,3,2
12776,KLARK,5,1,4,4,1
12777,KLAY OVEN KITCHEN,13,8,5,2,11
12778,KLEIN'S BAKERY  & CAFE II,7,2,5,3,4
12779,KLEIN'S BAKERY & CAFE,11,2,9,6,5
12780,KLM PACKING COMPANY,2,1,1,1,1
12781,KLUCK-U CHICKEN,2,0,2,1,1
12782,KM MART,3,1,2,2,1
12783,KMART #3371,9,5,4,3,6
12784,KMART #3594,15,4,11,7,8
12785,KMART #4235,4,3,1,2,2
12786,KMART #4729,7,3,4,3,4
12787,KNA FOOD & LIQUOR,6,2,4,5,1
12788,KNEAD,9,2,7,5,4
12789,KNIFE & TINE,11,5,6,5,6
12790,KNIGHT HOUSE,11,4,7,2,9
12791,KNOCKBOX  CAFE,4,2,2,1,3
12792,KNOCKOUT GRILL,3,1,2,2,1
12793,KNOWLEDGE HARBOR ACADEMY,2,0,2,1,1
12794,KNOWLEDGE INSTITUTE CORP,4,3,1,2,2
12795,KODA,6,1,5,2,4
12796,KOHAN JAPANESE RESTAURANT,18,8,10,7,11
12797,KOHOKU-KU RAMEN CHICAGO,6,1,5,3,3
12798,KOKEERI MANDOO,2,1,1,2,0
12799,KOKKU LLC,2,0,2,1,1
12800,KOKO'S MEDITERRANEAN GRILL,18,11,7,6,12
12801,KOKODAK,2,1,1,1,1
12802,KOKOPELLI CHICAGO,6,1,5,3,3
12803,KOL TOUHY,3,3,0,2,1
12804,KOL TUV KOSHER FOODS INC,4,0,4,2,2
12805,KOLATEK'S BAKERY & DELI,6,3,3,3,3
12806,KOLATEK'S BAKERY INC,7,4,3,3,4
12807,KOLATEK'S BAKERY INC.,14,8,6,6,8
12808,KOMAL WINE AND LIQUORS INC.,6,1,5,4,2
12809,KOME,5,1,4,4,1
12810,KOMOREBI,9,4,5,6,3
12811,KONA ICE OF NILES,4,2,2,1,3
12812,KONAK RESTAURANT,20,7,13,10,10
12813,KONBINI AND KANPAI,2,2,0,0,2
12814,KONG DOG,9,3,6,4,5
12815,KONGDOG LINCOLN PARK,2,0,2,2,0
12816,KOOKABURRA PLAY CAFE,6,1,5,2,4
12817,KOPA KAVANA KLUB,11,1,10,9,2
12818,"KOPI, A TRAVELER'S CAFE",24,8,16,7,17
12819,KORDIAN'S MARKET,21,8,13,11,10
12820,"KOREAN AIR LINES CO., LTD.",3,1,2,2,1
12821,KOREAN AMERICAN COMMUNITY SER,9,7,2,2,7
12822,KOREAN BBQ HOUSE,21,6,15,10,11
12823,KOREAN SEOUL FOOD,3,3,0,2,1
12824,KORFUSION,5,1,4,4,1
12825,KORNER SHRIMP HOUSE,8,5,3,1,7
12826,KORONA LOUNGE INC,6,2,4,1,5
12827,KOSTNER B-P,3,0,3,2,1
12828,KOSTNER BANDAR,6,3,3,5,1
12829,KOSTNER FOOD & TOBACCO INC,4,1,3,3,1
12830,"KOSTNER FOOD MART,INC.",3,3,0,1,2
12831,KOTO,4,1,3,3,1
12832,KOUKS VINTAGE CAFE,5,3,2,2,3
12833,KOULOU INC.,5,2,3,4,1
12834,KOVAL,3,1,2,2,1
12835,KOVAL DISTILLERY,8,1,7,5,3
12836,KOVALA CORP,11,4,7,6,5
12837,KOVE LEARNING ACADEMY,5,4,1,1,4
12838,KOWLOON  RESTAURANT,11,4,7,4,7
12839,KP's Sweets & Spirits,3,1,2,2,1
12840,KRAFT FOODS,3,3,0,0,3
12841,KRAKEN SUSHI & BEYOND,7,2,5,4,3
12842,"KRAKUS DELI,  INC",2,0,2,2,0
12843,KRAKUS HOME MADE SAUSAGE,4,1,3,2,2
12844,KRAMERS HEALTH FOODS,15,5,10,5,10
12845,KRASY TACO STOP,3,2,1,0,3
12846,KRAVE CHICAGO,5,1,4,3,2
12847,KRAZY KAKE HOUSE,5,2,3,3,2
12848,"KRAZY KAKE HOUSE, INC.",3,0,3,2,1
12849,KRAZY KRAB,4,1,3,3,1
12850,KRAZY ROOSTER INC.,4,1,3,3,1
12851,KREATIVE KIDS ACADEMY VII INC.,6,1,5,4,2
12852,"KREATIVE KIDS ACADEMY VIII, INC.",3,0,3,2,1
12853,KREATIVE KIDZ ACADEMY,13,5,8,8,5
12854,KREATIVE KIDZ ACADEMY II,6,2,4,2,4
12855,KREATIVE KIDZ ACADEMY III INC.,9,2,7,4,5
12856,KREATIVE KIDZ ACADEMY V INC.,5,0,5,2,3
12857,KREATIVE KIDZ ACADEMY VI INC.,8,5,3,5,3
12858,KREATIVE KIDZ ACADENY IV,7,3,4,4,3
12859,KREATIVE KIDZ LEARNING ACADEMY INC,2,0,2,2,0
12860,KREATIVE KIDZ LEARNING ACADEMY INC.,4,0,4,3,1
12861,KREM,3,1,2,2,1
12862,KRISPY CHICKEN & SEAFOOD,8,1,7,5,3
12863,KRISPY KREME,2,1,1,0,2
12864,KRISPY KREME DOUGHNUTS,2,0,2,2,0
12865,KRISPY KRUNCHY,3,2,1,3,0
12866,KRISPY KRUNCHY CHICKEN,32,13,19,20,12
12867,KRISPY POPCORN GOURMET,5,2,3,3,2
12868,KRISPY SEAFOOD & CHICKEN,8,3,5,3,5
12869,KRISPY'S CHICKEN & SEAFOOD,3,1,2,3,0
12870,KRISPY'S SEA FOOD AND CHICKEN,5,3,2,3,2
12871,KRISPY'S SEAFOOD & CHICKEN,11,5,6,6,5
12872,KRISPY'S SEAFOOD & CHICKEN 1,2,1,1,1,1
12873,KRISPY'S SEAFOOD AND CHICKEN,2,1,1,1,1
12874,"KRISTOFFER'S CAFE & BAKERY, INC.",4,1,3,1,3
12875,KRISTOFFER'S CAFE AND BAKERY,12,4,8,5,7
12876,KRISTOFFER'S CAKES,2,0,2,1,1
12877,KROLL'S SOUTH LOOP,20,7,13,9,11
12878,KRUNG THEP THAI CUISINE,12,3,9,10,2
12879,KRUNGTHEP THAI CUISINE,9,2,7,4,5
12880,KSO FOOD MART,3,2,1,2,1
12881,KUAN ZHAI ALLEY,3,1,2,2,1
12882,KUBO,8,1,7,4,4
12883,KUDOS,12,3,9,9,3
12884,KUDUS HEALTH FOOD STORE,4,3,1,2,2
12885,KUKULU MARKET,8,4,4,4,4
12886,KULAN RESTAURANT,20,6,14,13,7
12887,KUMA'S CORNER,43,15,28,26,17
12888,KUMAS TOO,16,5,11,9,7
12889,KUMIKO,7,1,6,5,2
12890,KUNG FU PIZZA BAR,2,1,1,1,1
12891,KUNG FU TEA,16,3,13,12,4
12892,KUNG FU WOK RESTAURANT,4,2,2,3,1
12893,KUNGFU TEA,5,2,3,1,4
12894,KURAH,16,6,10,10,6
12895,KURIMU,8,1,7,5,3
12896,KURO RAMEN,6,0,6,3,3
12897,KUROWSKI SAUSAGE SHOP & RICH,23,7,16,10,13
12898,KUSANYA CAFE,4,2,2,1,3
12899,KUSANYA INC,12,4,8,5,7
12900,KUSINA NI LOLA,3,2,1,1,2
12901,"KW FOOD MART,INC.",6,1,5,4,2
12902,KWAME NKRUMAH ACADEMY,9,2,7,5,4
12903,KWEI LIN CARRY-OUT,16,5,11,4,12
12904,KWIK MART,10,4,6,6,4
12905,KWIK MART INC,3,2,1,1,2
12906,KWIK MINIMART,3,1,2,1,2
12907,KYLIN,16,8,8,7,9
12908,KYO MATCHA,5,3,2,3,2
12909,KYOKU SUSHI,5,0,5,5,0
12910,KYOTEN,11,2,9,9,2
12911,KYOTEN NEXT DOOR,4,2,2,2,2
12912,KYOTO BLACK,6,2,4,3,3
12913,KYOTO LINCOLN  PARK RESTAURANT,5,1,4,3,2
12914,KYOTO LINCOLN PARK RESTAURANT,3,1,2,2,1
12915,KYOTO SUSHI RESTAURANT,6,3,3,6,0
12916,KYU SUSHI CHICAGO,5,1,4,3,2
12917,KYURAMEN,4,2,2,1,3
12918,KYUS,5,1,4,3,2
12919,Kabob Inn,3,0,3,2,1
12920,Katherine Anne Confections,2,1,1,1,1
12921,Kellman Corp.,6,2,4,1,5
12922,Kelly HIGH SCHOOL,18,7,11,9,9
12923,Kelvyn Park  (H/S),21,8,13,6,15
12924,Kendall College,6,1,5,3,3
12925,Kentucky Fried Chicken,15,4,11,4,11
12926,Kenwood Acad. (H/S),21,9,12,8,13
12927,Kick Stand,10,5,5,4,6
12928,Kids Count Too Daycare,3,1,2,2,1
12929,Kids In Harmony Day School,14,10,4,2,12
12930,"Kidtropolis Childcare Developmental Center, LLC",21,9,12,10,11
12931,Kim Long Restaurant,19,4,15,12,7
12932,Kimchi Pop Two By Chef Son,6,2,4,4,2
12933,KimmyKakes,8,1,7,5,3
12934,King Chicago Indian Cuisine Incorporated,2,0,2,2,0
12935,King ELEMENTARY,6,2,4,1,5
12936,King Pho Chicago,5,3,2,5,0
12937,Kit Kat Lounge and Restaurant,25,5,20,15,10
12938,"Kitchen Chicago, LLC",34,17,17,11,23
12939,Kitchen Sink,9,4,5,3,6
12940,"Kleo, Inc.",4,0,4,4,0
12941,Kohn,6,4,2,3,3
12942,Kohn Upper Grade Building,4,1,3,2,2
12943,Kostner Food Basket,10,6,4,4,6
12944,Kozminski,28,9,19,13,15
12945,Krispy Kreme Doughnuts,6,2,4,5,1
12946,Kwame Nkrumah Academy,4,2,2,1,3
12947,L & B KITCHEN,10,2,8,8,2
12948,L & E VIENNA,6,3,3,4,2
12949,"L & G CHICAGO STYLE, INC.",2,0,2,1,1
12950,L & G FAMILY RESTAURANT INC,21,10,11,9,12
12951,L & G RESTAURANT,26,14,12,15,11
12952,"L & J FOOD & LIQUOR, INC",3,2,1,1,2
12953,L & L ACADEMY AND PRESCHOOL,23,6,17,6,17
12954,L & L CONVENIENCE STORE,3,0,3,2,1
12955,L & L INFANT CARE,7,1,6,4,3
12956,"L & L LP INFANT, CORP.",7,3,4,2,5
12957,L & M FINE FOODS,6,4,2,2,4
12958,L & M FOOD AND DELI,6,1,5,4,2
12959,L & M GRILL INC.,9,7,2,2,7
12960,L & M PARKSIDE,4,1,3,2,2
12961,L & M REDHOTS,9,6,3,2,7
12962,L & M STARLIGHT RESTAURANT INC,27,12,15,10,17
12963,L & O HACIENDA,2,0,2,1,1
12964,L & P FOODS,10,5,5,2,8
12965,L & P LIQUORS INC,8,3,5,4,4
12966,L & T CHINA FAST WOK INC.,9,7,2,2,7
12967,L + L PIZZERIA,4,1,3,3,1
12968,L A SUBMARINE,3,1,2,2,1
12969,L AND J FOOD FOR THE SOUL LLC,3,0,3,2,1
12970,"L AND L LUVABLE DAY CARE,INC",21,8,13,13,8
12971,L AND L MARKET,4,2,2,2,2
12972,L AND N SHOPPING MART INC,5,0,5,4,1
12973,L AVENTINO,3,0,3,1,2
12974,L C PHO RESTAURANT,19,8,11,8,11
12975,L CAFECITO  JUMPING BEAN,2,0,2,1,1
12976,L CAFECITO JUMPING BEAN,2,2,0,1,1
12977,L ISAASCSON STEIN FISH CO INC,7,4,3,1,6
12978,"L M B FOOD MART, INC.",8,1,7,5,3
12979,L PATRON,4,1,3,2,2
12980,L&L ACADEMY AND PRESCHOOL LAKEVIEW,13,4,9,3,10
12981,"L&L ACADEMY AND PRESCHOOL LAKEVIEW 2, CORP.",3,1,2,2,1
12982,"L&L ACADEMY AND PRESCHOOL LP, CORP.",6,1,5,5,1
12983,"L&L ACADEMY AND PRESCHOOL WL, LLC",6,1,5,2,4
12984,"L&L ACADEMY AND PRESCHOOL, LLC",8,3,5,2,6
12985,"L&L LV INFANT, CORP",10,3,7,6,4
12986,L&L TODDLER CARE,8,4,4,3,5
12987,L' MERO MOLE,4,3,1,1,3
12988,L' PATRON,19,7,12,9,10
12989,L'AFRIQUE MARKET,4,1,3,2,2
12990,L'APPETITO,13,5,8,4,9
12991,L'APPETITO IMP ITALIAN FDS INC,22,11,11,9,13
12992,L'PATRON,4,1,3,3,1
12993,L.20,8,3,5,4,4
12994,"L.A.C. STOP & SHOP,INC.",2,1,1,1,1
12995,L.C. QUICK BITES,6,3,3,3,3
12996,"L.D. RESTAURANT, INC",4,0,4,1,3
12997,L.L.M. FOOD MART,2,0,2,2,0
12998,L.Y.N2 LLC,2,1,1,2,0
12999,L26,16,4,12,11,5
13000,LA  BABY  RESTAURANT,2,1,1,1,1
13001,LA  BOULANGERIE,4,0,4,2,2
13002,LA  MICHOACANA,19,10,9,10,9
13003,LA  ROSITA BAKERY,4,2,2,3,1
13004,LA  SERRE/BAR LA RUE,4,3,1,0,4
13005,LA ACAMBARENSE BAKERY,14,8,6,7,7
13006,LA ADELITA,11,4,7,6,5
13007,LA ALTENA,3,1,2,3,0
13008,LA AMISTAD INC.,10,5,5,8,2
13009,LA AMISTAD RESTAURANT,4,3,1,0,4
13010,LA ANTIGUA HACIENDA,16,9,7,8,8
13011,LA AUTENTICA MICHOACANA NEVERIA Y PALETERIA LLC.,6,1,5,3,3
13012,LA AZTECA MINI MARKET INC,3,0,3,3,0
13013,LA AZTECA MINI MARKET INC.,2,2,0,1,1
13014,LA AZTECA PALETERIA,24,8,16,12,12
13015,LA AZTECA PRODUCE,20,7,13,8,12
13016,LA BAGUETTE,27,9,18,17,10
13017,LA BAGUETTE BAKERY,79,32,47,44,35
13018,LA BAGUETTE CHICAGO/TORTAS FUTBOLERAS,3,1,2,2,1
13019,LA BAGUETTE NORTH,5,2,3,3,2
13020,LA BAGUETTE NORTH BAKERY,11,2,9,5,6
13021,"LA BAGUETTE NORTH, INC.",27,10,17,12,15
13022,"LA BAHIA DE ACAPULCO, INC.",21,8,13,8,13
13023,LA BAHIA INC.,3,1,2,2,1
13024,LA BAMBA,3,1,2,1,2
13025,"LA BAMBA CHICAGO , INC",6,4,2,1,5
13026,LA BAMBA MEXICAN REST,5,1,4,1,4
13027,LA BARCA,20,7,13,8,12
13028,LA BARCA EL TACONAZO,23,3,20,16,7
13029,LA BARCA LLC,6,2,4,3,3
13030,LA BELLA CAFE & INTERNET,3,1,2,1,2
13031,LA BIRRIERIA RESTAURANT,7,4,3,3,4
13032,LA BIZNAGA,9,4,5,4,5
13033,LA BIZNAGA #2,6,3,3,3,3
13034,LA BOCCA,4,3,1,2,2
13035,LA BODEGA,2,1,1,1,1
13036,LA BODEGA RIOS-GALLEOS,5,0,5,4,1
13037,LA BOMBA,16,6,10,6,10
13038,LA BOMBA ON KEDZIE,2,0,2,2,0
13039,LA BOMBA RESTAURANT,46,16,30,24,22
13040,LA BOMBONERA CAFE & DELI,3,0,3,1,2
13041,LA BONITA SUPERMARKET INC,9,2,7,2,7
13042,LA BONITA SUPERMARKET INC.,5,0,5,4,1
13043,LA BORRA CAFE,6,2,4,5,1
13044,LA BORRA DEL CAFE DELAWARE,4,1,3,3,1
13045,"LA BORRA DEL CAFE DIVISION, LLC",8,3,5,6,2
13046,LA BOTANA,4,3,1,2,2
13047,LA BOTANA INC.,2,1,1,1,1
13048,LA BOULANGERIE,25,13,12,19,6
13049,LA BOULANGERIE & CO,4,1,3,0,4
13050,LA BOULANGERIE BELMONT,2,1,1,2,0
13051,LA BOULANGERIE FOOD TRUCK,9,5,4,5,4
13052,LA BRASA RESTAURANT INC.,2,1,1,0,2
13053,"LA BRASA ROJA, INC.",14,9,5,7,7
13054,LA BRISA DISTRIBUTION,3,2,1,2,1
13055,LA BRUQUENA RESTAURANT & LOUNGE,17,8,9,7,10
13056,"LA BURBUJA, INC.",4,1,3,1,3
13057,LA BURDICK CHICAGO LLC,6,1,5,3,3
13058,LA CABANA,3,1,2,1,2
13059,LA CABANA DE DON LUIS,4,2,2,2,2
13060,LA CABANA DE DON LUIS #1,10,3,7,2,8
13061,LA CABANA DE DON LUIS #2,16,8,8,5,11
13062,LA CABANA DE DON LUIS #3,9,3,6,4,5
13063,LA CABANA GRILL,7,3,4,4,3
13064,LA CABANITA INC,8,3,5,5,3
13065,LA CAFFE LTD,9,3,6,3,6
13066,LA CALANDRIA,2,2,0,1,1
13067,LA CALAVERA,4,1,3,2,2
13068,"LA CANASTA BAKERY, INC.",13,5,8,5,8
13069,LA CANASTA SNACK,3,2,1,2,1
13070,LA CANICA,14,6,8,3,11
13071,LA CANTINA GRILL,16,5,11,9,7
13072,LA CAPANNINA COFFEE,2,0,2,1,1
13073,LA CAPITAL,2,0,2,2,0
13074,LA CARRETA GROCERY,3,1,2,1,2
13075,LA CASA DE DENISSE,4,0,4,4,0
13076,LA CASA DE DON FERNANDO,3,0,3,2,1
13077,LA CASA DE SAMUEL REST.,24,9,15,9,15
13078,LA CASA DE TOLA,2,1,1,2,0
13079,"LA CASA DEL BORREGO, INC.",4,0,4,4,0
13080,LA CASA DEL BUFFET,4,2,2,3,1
13081,LA CASA DEL PAN BAKERY,15,2,13,9,6
13082,LA CASA DEL PUEBLO,8,3,5,6,2
13083,LA CASA DEL PUEBLO INC,24,8,16,9,15
13084,LA CASITA TAMALES,3,1,2,2,1
13085,LA CATEDRAL CAFE,10,3,7,7,3
13086,LA CATEDRAL CAFE & RESTAURANT,4,1,3,1,3
13087,LA CATEDRAL CAFE ON OGDEN INC.,2,0,2,2,0
13088,LA CATRINA,4,2,2,3,1
13089,LA CATRINA CAFE,6,3,3,2,4
13090,LA CATRINA RESTAURANT LLC,12,5,7,8,4
13091,LA CAVANA,3,0,3,2,1
13092,LA CAZUELA RESTAURANT,9,5,4,3,6
13093,LA CEBOLLITA GRILL,11,3,8,6,5
13094,"LA CEBOLLITA GRILL #2, INC.",14,7,7,4,10
13095,LA CEBOLLITA RESTAURANT,24,9,15,11,13
13096,LA CEBOLLITA TAQUERIA,2,1,1,2,0
13097,LA CECINA # 1,17,7,10,10,7
13098,LA CECINA 4,17,8,9,9,8
13099,LA CECINA RESTAURANT,19,4,15,12,7
13100,LA CELIA LATIN KITCHEN,3,1,2,0,3
13101,LA CEMITA,10,4,6,3,7
13102,LA CENADURIA DE ELDA,2,1,1,1,1
13103,LA CENTRAL BAKERY,45,12,33,26,19
13104,LA CENTRAL BAKERY V,10,8,2,6,4
13105,LA CHAPARRITA,15,3,12,10,5
13106,LA CHAPARRITA DE CHICAGO #2,13,5,8,6,7
13107,LA CHAPPARITA GROCERY,13,6,7,5,8
13108,LA CHILANGUEADA,16,7,9,9,7
13109,LA CHILANGUEDA,2,1,1,1,1
13110,LA CHIQUITA,3,2,1,1,2
13111,"LA CHIQUITA BAKERY, INC.",4,2,2,1,3
13112,LA CHOZA MEXICAN GRILL,23,10,13,9,14
13113,LA CIENEGA SUPER FOOD INC,27,10,17,11,16
13114,LA COCINA,42,14,28,22,20
13115,LA COCINA DE ALICIA,7,3,4,3,4
13116,LA COCINA DE DONA CHUY INC.,8,2,6,5,3
