,dba_name,Inspection Count,Upgraded,Downgraded,Fail,Pass
13117,LA COCINA DE MAMA NENAS INC,2,1,1,1,1
13118,"LA COCINA MEXICAN GRILL, LLC",37,15,22,13,24
13119,LA COCINA RESTAURANT & BAR,22,12,10,8,14
13120,LA COCINA RESTAURANT AND BAR,4,2,2,2,2
13121,LA COCINITA FOOD TRUCK CHICAGO,17,5,12,11,6
13122,LA COCO MEXICAN FOOD,9,3,6,6,3
13123,LA COLOMBE,20,8,12,8,12
13124,LA COLOMBE TORREFACTION,12,5,7,3,9
13125,"LA COLOMBE TORREFACTION,INC.",4,3,1,2,2
13126,LA CONCHA,7,1,6,4,3
13127,LA CONCHA BAKERY,5,1,4,3,2
13128,LA CONCINA DE JANELLIE,2,1,1,1,1
13129,LA CONCORDIA,8,4,4,3,5
13130,LA CONDESA,31,12,19,17,14
13131,LA COPACABANA,9,3,6,6,3
13132,LA COSTA,22,7,15,12,10
13133,LA COSTENA ICE CREAM SHOP CORP.,9,4,5,4,5
13134,"LA CREPERIE, INC.",5,2,3,3,2
13135,LA CROSTA WOODFIRE PIZZERIA ITALIANA,13,6,7,6,7
13136,LA CUCHARA,12,5,7,3,9
13137,LA CUISINE PERSONAL CHEF SERVICE,4,1,3,2,2
13138,LA DELICIA MICHOACANA,3,3,0,1,2
13139,LA DELICIA MICHOCANA,5,2,3,3,2
13140,LA DIOSA,9,2,7,4,5
13141,LA DOLOROSA GROCERY #2,3,3,0,0,3
13142,LA DONA Y LA JEFA,6,2,4,5,1
13143,LA DULCE BAKERY INC,9,4,5,3,6
13144,LA ENCANTADA RESTAURANT,14,5,9,8,6
13145,LA ENCANTADA RESTAURANT AND CATERING,8,2,6,6,2
13146,LA ESCONDIDA,3,0,3,2,1
13147,LA ESCONDIDA MINI MART & $ PLUS,6,4,2,2,4
13148,LA ESCUELITA,8,4,4,4,4
13149,LA ESCUELITA NUMERO CUATRO,14,3,11,12,2
13150,LA ESCUELITA NUMERO DOS,12,3,9,6,6
13151,LA ESCUELITA NUMERO DOS INC.,8,3,5,4,4
13152,LA ESPERANZA,16,7,9,7,9
13153,LA ESPERANZA DEL MANANA,9,3,6,6,3
13154,LA ESPERANZA RESTAURANT,11,4,7,6,5
13155,LA ESPERANZA RESTAURANT III INC.,3,1,2,2,1
13156,LA ESQUINA CUBANA,3,0,3,2,1
13157,LA ESQUINA DEL SABOR,3,1,2,2,1
13158,LA ESQUINA DEL SABOR INC.,8,0,8,4,4
13159,LA ESQUINA DEL TACO,2,1,1,1,1
13160,LA ESQUINA POLAR,3,0,3,3,0
13161,LA ESQUINITA,3,1,2,1,2
13162,LA ESQUINITA CATRACHA,8,5,3,2,6
13163,"LA ESQUINITA DE MICHOACAN, INC",3,1,2,2,1
13164,LA ESQUINITA DEL SABOR,8,4,4,5,3
13165,LA ESQUINITA GROCERY STORE INC.,2,0,2,1,1
13166,LA ESTRELLA,34,14,20,18,16
13167,"LA ESTRELLA BAKERY, INC.",8,6,2,2,6
13168,"LA ESTRELLA FOOD MARKET, INC.",7,4,3,4,3
13169,LA ESTRELLA MINI MART INC.,4,2,2,1,3
13170,LA ESTRELLA SUPERMARKET,2,0,2,1,1
13171,LA ETERNA PRIMAVERA,3,2,1,2,1
13172,LA FAMA BAKERY,7,3,4,4,3
13173,LA FAMILIA DOLLAR PLUS,2,0,2,2,0
13174,LA FARINE BAKERY,6,4,2,3,3
13175,LA FAVORITA,4,1,3,1,3
13176,LA FAVORITA # 2,5,1,4,2,3
13177,"LA FE GROCERY, INC.",2,0,2,1,1
13178,"LA FERIA DE LAS FLORES, LLC",9,3,6,5,4
13179,LA FERIA GROCERY,17,9,8,6,11
13180,LA FIESTA,24,8,16,15,9
13181,LA FIESTA BAKERY,19,14,5,3,16
13182,"LA FIESTA PRODUCTS, INCORPORATE",2,0,2,1,1
13183,LA FIESTA RESTAURANT,20,13,7,6,14
13184,"LA FINCA MARKET, INC.",2,0,2,1,1
13185,"LA FINCA, INC.",4,3,1,2,2
13186,LA FLOR DE ACAPULCO INC,20,6,14,9,11
13187,LA FLOR DE MAYO ICE CREAM,2,1,1,2,0
13188,LA FLOR DE MEXICO,23,9,14,12,11
13189,LA FLOR DE MICHOACAN,12,3,9,7,5
13190,LA FLOR DE MICHOACAN INCORPORATED,3,1,2,2,1
13191,LA FLOR DE MICHOACAN PALETERIA Y NEVERIA,6,0,6,4,2
13192,LA FLOR GROCERY STORE,15,5,10,8,7
13193,"LA FLOR MICHOACANA #3, LLC",2,1,1,1,1
13194,LA FLORENCIA BAKERY,8,4,4,6,2
13195,LA FOGATA,12,4,8,5,7
13196,LA FOGATA E. L.,5,2,3,3,2
13197,LA FOGATA NUEVA RESTAURANT,22,7,15,10,12
13198,LA FONDA CHIQUITA,2,0,2,2,0
13199,LA FONDA CHIQUITA TLC,5,2,3,3,2
13200,LA FONDA LATINO GRILL,15,6,9,5,10
13201,LA FONDITA,3,0,3,2,1
13202,LA FONDITA ALEGRE,7,3,4,4,3
13203,LA FONTANELLA,16,6,10,6,10
13204,LA FOOD MART,10,5,5,7,3
13205,LA FORTALEZA DE ARCELIA GUERRERO,7,2,5,4,3
13206,LA FOURNETTE,22,9,13,8,14
13207,LA FRANCE BAKERY,10,4,6,3,7
13208,LA FRESCASITA,2,1,1,1,1
13209,"LA FRESH MARKET ,INC.",10,1,9,6,4
13210,LA FRUTERIA INC,9,5,4,3,6
13211,LA FUENTE,13,7,6,3,10
13212,LA FUENTE #2,4,0,4,2,2
13213,LA FUENTE BANQUET HALL,23,3,20,18,5
13214,LA FUENTE LA BUENA SALUD,2,0,2,1,1
13215,LA FUENTE RESTAURANT,5,2,3,5,0
13216,LA FUENTE RESTAURANTE #2,14,8,6,6,8
13217,LA FUENTE RESTAURANTE #3,7,2,5,4,3
13218,LA GARITA DE SAN LUIS,3,3,0,2,1
13219,LA GLORIA BANQUETS 63RD STREET,4,3,1,1,3
13220,LA GONDOLA,21,8,13,13,8
13221,LA GONDOLA CUCINA ITALIANA,10,1,9,6,4
13222,LA GORDA FELIZ,4,2,2,2,2
13223,LA GOZADERA,6,1,5,4,2
13224,LA GOZADERA LATIN RESTAURANT & BAR,11,4,7,9,2
13225,LA GRANDE VIIE,4,0,4,1,3
13226,LA GUADALUPANA,2,1,1,2,0
13227,LA GUADALUPANA WHOLESALE CO,2,2,0,0,2
13228,LA GUANTANAMERA RESTAURANT,2,0,2,2,0
13229,LA GUERA RESTAURANT INC.,7,2,5,6,1
13230,LA GUERITA MEXICAN SHACK,3,0,3,0,3
13231,LA GUERRERENSE,21,8,13,11,10
13232,LA GUERRERENSE COCINA MEXICANA,8,5,3,3,5
13233,"LA HACIENDA BRANDS, INC",6,0,6,3,3
13234,LA HACIENDITA TAQUERIA INC,19,10,9,7,12
13235,"LA HACIENDITA TAQUERIA KEDZIE, INC.",21,7,14,11,10
13236,LA HAVANA CAFE,4,2,2,3,1
13237,"LA HAVEN, INC",4,1,3,2,2
13238,LA HORA DEL CHIVO,2,1,1,1,1
13239,LA HUACANA,15,3,12,9,6
13240,LA HUARACHITA,8,3,5,5,3
13241,LA HUASTECA,3,1,2,2,1
13242,LA HUMITA,19,8,11,8,11
13243,LA HUMITA ON WHEELS,9,3,6,4,5
13244,LA IGUANA RESTAURANT,3,0,3,3,0
13245,LA IGUANITA RESTAURANT,21,6,15,13,8
13246,LA INTERNATIONAL,5,1,4,4,1
13247,LA ISLA PEQUENA,7,1,6,5,2
13248,LA ISLA PEQUENA RESTAURANT,4,2,2,2,2
13249,LA ISLAS MARIAS MOLOLOA,2,0,2,2,0
13250,LA JAIBA,4,1,3,2,2
13251,LA JEFA,7,4,3,4,3
13252,LA JEREZANA,13,4,9,2,11
13253,LA JOSIE,11,2,9,7,4
13254,LA JUNQUENA,6,2,4,3,3
13255,LA KEBRADA,11,4,7,6,5
13256,LA KERMESE,6,2,4,5,1
13257,LA KORITA,5,3,2,2,3
13258,LA LAS PIZZA AND WINGS INC.,3,0,3,2,1
13259,LA LENA,23,10,13,10,13
13260,LA LLAMARADA RESTAURANT,6,2,4,5,1
13261,LA LOMA,9,6,3,3,6
13262,LA LOMITA PRODUCE MARKET LLC,2,0,2,2,0
13263,LA LUCE,16,3,13,11,5
13264,LA LUNA,12,1,11,10,2
13265,LA LUNA BAKERY,18,6,12,6,12
13266,LA LUNA BAKERY #2,19,9,10,12,7
13267,LA LUNA GROCERY,11,4,7,3,8
13268,LA MADRILENA,3,0,3,2,1
13269,LA MADRILENA BAKERY,3,0,3,2,1
13270,LA MALINCHE COFFEE HOUSE LLC,7,2,5,4,3
13271,"LA MAMA,S PIZZA INC",4,1,3,3,1
13272,LA MANZANA ICE CREAM & CANDY SHOP,4,1,3,2,2
13273,LA MARGUARITA AUTHENTIC MEXICAN FOOD,7,2,5,5,2
13274,LA MARIPOSA MICHOACANA,12,2,10,7,5
13275,LA MARKET,2,0,2,2,0
13276,"LA MARKET, INC",2,0,2,1,1
13277,LA MARQUESA,11,3,8,4,7
13278,LA MAS CHIQUITA,7,1,6,6,1
13279,LA MEJIKANA,9,2,7,6,3
13280,LA MERCED INC,19,9,10,8,11
13281,LA MEXICANA BAKERY CAFE #2,5,2,3,3,2
13282,LA MEXICANA GRILL LLC,8,3,5,4,4
13283,LA MEZCALERA,5,3,2,2,3
13284,LA MICHOACANA,40,17,23,19,21
13285,LA MICHOACANA - MILWAUKEE,6,3,3,5,1
13286,LA MICHOACANA ARMITAGE T.J. LLC,11,3,8,6,5
13287,LA MICHOACANA AZTECA,10,4,6,6,4
13288,LA MICHOACANA BELMONT,3,0,3,3,0
13289,"LA MICHOACANA BONITA, INC",7,4,3,3,4
13290,LA MICHOACANA D BEATRIZ & ALMA,10,3,7,9,1
13291,"LA MICHOACANA DE ISABELLA, LLC",2,1,1,1,1
13292,LA MICHOACANA DE JENNY,4,1,3,3,1
13293,LA MICHOACANA DE MARTHA LLC,9,4,5,5,4
13294,LA MICHOACANA DE MARTHA LLC.,14,6,8,5,9
13295,LA MICHOACANA DE PONCITLAN,7,2,5,5,2
13296,LA MICHOACANA DE PONCITLAN INC.,3,1,2,2,1
13297,LA MICHOACANA DEL PANDA,3,1,2,1,2
13298,"LA MICHOACANA DEL PANDA, INC.",9,3,6,5,4
13299,LA MICHOACANA DIVERSEY LLC,7,2,5,4,3
13300,"LA MICHOACANA DON CHUY, LLC",2,0,2,2,0
13301,LA MICHOACANA FAVORITA LLC,10,3,7,5,5
13302,LA MICHOACANA FRUTILETA #2,8,2,6,6,2
13303,LA MICHOACANA HOWARD,10,3,7,4,6
13304,LA MICHOACANA ICE CREAM SHOP,16,5,11,12,4
13305,LA MICHOACANA ICE CREAM SHOP 4,15,8,7,6,9
13306,LA MICHOACANA IN LOGAN SQUARE,7,2,5,3,4
13307,LA MICHOACANA IN PILSEN,4,0,4,3,1
13308,LA MICHOACANA JUGOLANDIA #1 LTD,2,1,1,0,2
13309,LA MICHOACANA LOGAN SQUARE,4,1,3,2,2
13310,LA MICHOACANA LOS PRIMOS,12,9,3,7,5
13311,LA MICHOACANA PLUS,3,0,3,3,0
13312,LA MICHOACANA PREMIIUM,8,4,4,5,3
13313,LA MICHOACANA PREMIUM,16,6,10,9,7
13314,"LA MICHOACANA PREMIUM DE CHICAGO,LLC.",6,3,3,3,3
13315,LA MICHOACANA PRIME,6,0,6,4,2
13316,LA MICHOACANA SUPREMA,12,5,7,5,7
13317,LA MICHOACANA THE GREEN PARTY INC.,13,5,8,8,5
13318,LA MICHOACANA VIP,3,0,3,2,1
13319,LA MICHOACANA Y EL SURTIDAZO BOTANERO,6,0,6,5,1
13320,LA MICHOACANA Y MAS INC.,13,3,10,8,5
13321,LA MICHOACANA ZAMORANA,5,1,4,3,2
13322,LA MICHOACANA/ FRUTILETA,2,0,2,2,0
13323,LA MICHOACANNA PREFERIDA,2,0,2,2,0
13324,LA MICHOAKANA,11,4,7,4,7
13325,LA MILPA GROCERY STORE,2,1,1,1,1
13326,LA MIXTECA POBLANA,21,3,18,15,6
13327,LA MIXTECA POBLANA 2 LLC,28,12,16,18,10
13328,LA MOM KITCHEN,9,2,7,5,4
13329,LA MONARCA,2,0,2,1,1
13330,LA MONARCA MICHOACANA RESTAURANT CORPORATION,2,1,1,1,1
13331,LA MONTANA,3,1,2,2,1
13332,LA MONTANA GROCERY,4,1,3,3,1
13333,"LA MORENITA MICHOACANA, INC.",7,3,4,4,3
13334,LA MUSHKILA,4,0,4,4,0
13335,LA NACIONAL,4,1,3,4,0
13336,LA NEVERITA ICE CREAM & ANTOJITOS,3,1,2,2,1
13337,LA NONNA,15,5,10,10,5
13338,LA NONNA FOODS.,2,1,1,1,1
13339,"LA NUEVA IMAGEN GROCERY, INC.",8,2,6,6,2
13340,LA NUEVA MICHOACANA #2,2,2,0,1,1
13341,LA OAXAQUENA,2,0,2,2,0
13342,"LA OAXAQUENA GROCERY, INC.",3,1,2,2,1
13343,LA PALAPA,8,1,7,6,2
13344,LA PALAPA INC.,34,12,22,16,18
13345,LA PALAPITA,21,12,9,8,13
13346,LA PALMA,17,8,9,9,8
13347,"LA PALMA CHICAGO ,LLC",2,0,2,2,0
13348,"LA PALMA DE MICHOCAN,  INC.",2,1,1,1,1
13349,LA PALMA EXPRESS,3,0,3,1,2
13350,LA PALMA RESTAURANT,21,8,13,8,13
13351,LA PALMA SUPERMERCADO,16,5,11,12,4
13352,LA PALMITA GROCERY INC.,2,1,1,1,1
13353,LA PANADERIA CENTRAL BAKERY,14,6,8,4,10
13354,LA PANE,9,5,4,4,5
13355,LA PANE HALAL PIZZA,4,1,3,3,1
13356,LA PAPA'S,9,4,5,5,4
13357,LA PARADA EN PILSEN,4,2,2,2,2
13358,LA PARRILLADA,2,1,1,2,0
13359,LA PASADITA,37,13,24,21,16
13360,LA PATISSERIE P,20,10,10,8,12
13361,LA PATRONA,8,2,6,3,5
13362,LA PATRONA TAQUERIA,4,1,3,3,1
13363,LA PENA,12,4,8,7,5
13364,LA PENA RESTAURANTE,25,7,18,14,11
13365,LA PENCA DE JALISCO CORP,6,2,4,3,3
13366,LA PEQUENA GROCERY,3,1,2,2,1
13367,"LA PERLA CHICAGO, RESTAURANT & LOUNGE",4,1,3,2,2
13368,LA PERLA DEL GUADIANA,2,1,1,1,1
13369,LA PERLA MIXTECA RESTAURANT,9,5,4,6,3
13370,LA PERLA NEGRA RESTAURANT,2,1,1,1,1
13371,LA PERLA TAPATIA,16,10,6,7,9
13372,LA PERLA TAPATIA #2,14,6,8,5,9
13373,LA PERLA TAPATIA BAKERY,16,6,10,8,8
13374,LA PESCA,8,1,7,6,2
13375,LA PETITE FOLIE,12,4,8,4,8
13376,LA PETITE PASTRY INC,9,3,6,0,9
13377,LA PHARMACIE,6,2,4,3,3
13378,LA PIRAMIDE RESTAURANT,14,7,7,5,9
13379,LA PIRAMIDE RESTAURANT CORPORATION,9,3,6,3,6
13380,LA PLACITA,28,13,15,12,16
13381,LA PLACITA DE DURANGO,20,7,13,12,8
13382,LA PLAZA FOOD MART INC,2,1,1,1,1
13383,"LA PLAZITA BAKERY, INC.",4,2,2,3,1
13384,LA PLENA RESTAURANT,15,9,6,3,12
13385,LA POSADA LOUNGE,3,0,3,3,0
13386,LA POTOSINA GROCERY,4,1,3,3,1
13387,LA PRIMAVERA GROCERY INC.,7,1,6,4,3
13388,LA PRIMERA,9,4,5,5,4
13389,LA PRINCESA GROCERY,2,0,2,2,0
13390,LA PROGRESSIVA PRE-SCHOOL,6,2,4,2,4
13391,LA PROVENCE,5,2,3,3,2
13392,LA PROVIDENCIA FOOD MART,11,4,7,4,7
13393,LA PUESTA DEL SOL,3,0,3,2,1
13394,LA PULQUERIA,15,5,10,14,1
13395,LA PULQUERIA / WINGS FIREHOUSE / PILSEN CAFE,3,1,2,2,1
13396,"LA QUEBRADA #3, INC.",19,9,10,9,10
13397,LA QUEBRADA #5,26,13,13,11,15
13398,LA QUEBRADA #6,4,3,1,1,3
13399,LA QUEBRADITA,7,3,4,4,3
13400,LA QUINTA DE LOS REYES,10,5,5,6,4
13401,LA QUINTA FOOD PRODUCTS,2,1,1,1,1
13402,LA QUINTA INN & SUITES,11,6,5,1,10
13403,LA QUINTA INN AND SUITES,2,0,2,1,1
13404,LA RABIDA CHILDREN'S HOSPITAL,7,2,5,1,6
13405,LA RAMONCITA GROCERY STORE,2,0,2,2,0
13406,LA REYNA DEL  NORTE RESTAURANT,8,1,7,6,2
13407,LA REYNA DEL SAZON,2,1,1,1,1
13408,LA REYNA MICHOACANA INC.,4,0,4,2,2
13409,"LA RICA MICHOACANA NEVERIA, LLC",19,8,11,10,9
13410,LA RICURA DISTRIBUTION LTD.,2,1,1,1,1
13411,LA ROCA,2,0,2,2,0
13412,"LA ROCA II, INC.",4,2,2,2,2
13413,LA ROCCIA,3,0,3,3,0
13414,LA ROKA CORP.,4,3,1,1,3
13415,LA ROQUETA DE ACAPULCO #2 INC.,4,2,2,2,2
13416,LA ROQUETA RESTAURANT,16,9,7,2,14
13417,LA ROQUITA,11,4,7,7,4
13418,LA ROSITA SUPERMARKET,2,1,1,1,1
13419,LA RUTA,3,1,2,2,1
13420,LA SABROSA RESTAURANT & PIZZERIA,4,0,4,3,1
13421,LA SABROSITA,3,1,2,3,0
13422,"LA SALLE CAFE LUNA, INC.",14,4,10,7,7
13423,LA SANDWICHERA,8,3,5,3,5
13424,"LA SARDINE,  INC.",16,7,9,7,9
13425,LA SCAROLA,21,5,16,14,7
13426,LA SERA CAFE,2,1,1,2,0
13427,LA SERENA,9,3,6,3,6
13428,LA SERPIENTE EMPLUMADA LLC,2,1,1,0,2
13429,LA SIERRA CORPORATION,8,4,4,2,6
13430,LA SIRENA,9,1,8,6,3
13431,LA SIRENA CLANDESTINA,20,5,15,11,9
13432,LA STORIA,14,8,6,5,9
13433,LA STRADA CAFE,11,7,4,4,7
13434,LA SUSHERIA COCINA FUSION,4,0,4,2,2
13435,LA TACOREA INC.,8,5,3,2,6
13436,LA TAPENADE EXPRESS E09,4,2,2,1,3
13437,LA TAPENADE GATE H14,16,7,9,2,14
13438,LA TAPENADES GATE H14,8,4,4,2,6
13439,"LA TAQUERIA EL PRIMO,INC.",8,3,5,6,2
13440,LA TAQUERIA LA PUERTA CORP,3,1,2,2,1
13441,LA TAQUIZA GRILL CORP.,7,1,6,5,2
13442,LA TERRAZA,4,0,4,3,1
13443,LA TERRAZA GALLO,7,3,4,5,2
13444,LA TIENDA ECUATORIANA ECUA PHONE CARDS,2,2,0,1,1
13445,LA TIENDITA FOODMART,3,0,3,2,1
13446,LA TIPICA TIENDITA,3,1,2,2,1
13447,LA TORTA CHILANGA,18,8,10,10,8
13448,LA TORTA CHILANGA #2,14,5,9,9,5
13449,LA TRAILITA,14,5,9,10,4
13450,LA TRATTORIA DEL MERLO,2,0,2,2,0
13451,LA TRES TARASCAS INC,4,1,3,2,2
13452,LA TRINIDAD,6,2,4,4,2
13453,LA TROPICANA,6,3,3,2,4
13454,"LA TROPICANA FOOD, INC.",2,1,1,1,1
13455,LA TROPICANA INC,17,10,7,8,9
13456,LA TROPICANA RESTAURANT,3,0,3,3,0
13457,LA TRUCHA ARCOIRIS,11,6,5,5,6
13458,LA TUYA GROCERY,6,2,4,3,3
13459,"LA UNICA FOOD MART, INC.",23,7,16,11,12
13460,LA UNIDAD GROCERY CORP.,2,1,1,1,1
13461,"LA V BAKERY, INC",3,0,3,2,1
13462,LA VACA MARGARITA BAR #2,8,2,6,7,1
13463,LA VECCHIA TRATTORIA INC,4,0,4,4,0
13464,LA VENCEDORA,3,1,2,2,1
13465,LA VICTORIA,3,0,3,2,1
13466,LA VILLA,27,16,11,8,19
13467,LA VILLA GROCERIES,2,1,1,2,0
13468,"LA VILLITA FOOD MARKET, INC.",3,1,2,2,1
13469,LA VILLITA GROCERY,5,2,3,3,2
13470,"LA VILLITA MICHOACANA,CORP",6,1,5,6,0
13471,LA VILLITA RESTAURANT,19,4,15,11,8
13472,LA VINA DEL MAR,18,7,11,6,12
13473,LA'RA'S,3,3,0,1,2
13474,LA'RA'S #!,6,0,6,5,1
13475,LAA-MUSHKILA RESTAURANT,9,3,6,6,3
13476,"LABAMBA JALISCO, INC.",9,5,4,2,7
13477,LABOR OF LOVE,4,1,3,3,1
13478,LABOR OF LOVE PERFORMNG ARTS ACADEMY,4,1,3,3,1
13479,LABRIOL BAKERY AND CAFE,5,2,3,4,1
13480,LABRIOLA BAKERY AND CAFE,8,1,7,5,3
13481,LABRIOLA BAKERY CAFE,25,8,17,14,11
13482,LACABANA,4,2,2,1,3
13483,LACALACA 22 LLC,2,1,1,0,2
13484,LACASA DEL PUEBLO TAQUERIA,12,4,8,6,6
13485,LACEBOLLITA GRILL,2,1,1,1,1
13486,LACOCO'S PIZZA & PASTA,8,2,6,4,4
13487,LACOCO'S PIZZA & WINGS,11,5,6,2,9
13488,LACUNA ENTERTAINMENT,5,1,4,4,1
13489,LADY ANN'S,3,0,3,3,0
13490,LADY BUG BOOK CAFE,7,3,4,4,3
13491,LADY DI'S BAKERY,12,6,6,4,8
13492,LADY GREGORY'S,21,8,13,9,12
13493,LADY GREGORY'S OLD TOWN,11,2,9,4,7
13494,"LADY GREGORY,S",2,0,2,1,1
13495,LADY MAY CHICAGO,6,2,4,3,3
13496,LADYBUG & FRIEND'S DAYCARE,10,2,8,7,3
13497,LADYBUG & FRIENDS DAYCARE AND PRESCHOOL,13,6,7,3,10
13498,"LADYBUG & FRIENDS DAYCARE AND PRESCHOOL EW,LLC",10,3,7,8,2
13499,"LADYBUG & FRIENDS DAYCARE AND PRESCHOOL IP, LLC",10,2,8,5,5
13500,LADYBUG BOOK CAFE,3,1,2,2,1
13501,LADYBUG MDL BELMONT3 LLC,3,2,1,0,3
13502,LADYBUG MDL LINCOLN1,11,6,5,5,6
13503,LADYBUG MDL VAN BUREN 4 LLC,7,0,7,6,1
13504,LAESPIGA DE ORO BAKERY,16,6,10,7,9
13505,LAFA,2,0,2,1,1
13506,LAFARINE BAKERY #2,10,6,4,4,6
13507,"LAFERIR INTERNET CAFE & GIFT SHOP, INC",3,1,2,2,1
13508,LAGNIAPPE-A CREOLE CAJUN JOYNT,12,3,9,9,3
13509,LAGO BANQUETS,19,3,16,11,8
13510,LAGO WINE BAR,9,1,8,7,2
13511,LAGOS FRUIT MARKET,9,4,5,4,5
13512,LAGRANJA RESTAURANT INC.,8,3,5,4,4
13513,LAGUARDIA'S CUBAN  BISTRO,3,2,1,1,2
13514,LAGUNITAS BREWING COMPANY,7,3,4,4,3
13515,LAHORE FOOD & GRILL,25,7,18,15,10
13516,LAHORI CHARGA,7,3,4,3,4
13517,LAI  LAI,3,1,2,2,1
13518,LAI LAI ORIENTAL EXPRESS,4,2,2,2,2
13519,LAI LAI RESTAURANT,12,5,7,4,8
13520,LAILA'S GRAND GAME ROOM INC,10,1,9,7,3
13521,LAINE'S BAKE SHOP,3,1,2,3,0
13522,LAKE & CICERO INC.,2,1,1,1,1
13523,LAKE & PULASKI CHILD DEVELOPMENT CENTER,21,11,10,10,11
13524,LAKE & UNION REST & LOUNGE,4,0,4,4,0
13525,LAKE BREEZE RESTAURANT,5,4,1,2,3
13526,LAKE FOOD,3,0,3,3,0
13527,LAKE FRONT CITGO,6,2,4,4,2
13528,LAKE GROCERY,5,1,4,2,3
13529,LAKE GROCERY STORE,3,0,3,2,1
13530,LAKE JUNCTION FISH & CHICKEN,2,0,2,1,1
13531,LAKE LANGANO ETHIOPIAN-CHINE,6,4,2,2,4
13532,LAKE POINT MARKET,8,3,5,3,5
13533,LAKE SHORE COMMISSARY,2,0,2,2,0
13534,LAKE SHORE HEALTH CARE & REHABILITATION CENTRE LLC,16,7,9,7,9
13535,LAKE SHORE SCHOOL,26,13,13,9,17
13536,LAKE SHORE SCHOOLS,29,9,20,7,22
13537,LAKE STREET QUICK STOP,2,1,1,2,0
13538,LAKE VIEW FOODS INC,3,1,2,2,1
13539,LAKE VIEW LUTHERAN CHURCH,3,1,2,0,3
13540,LAKE VIEW YMCA,2,1,1,1,1
13541,LAKE WESTERN CITGO,4,3,1,3,1
13542,LAKE'S BEST PIZZERIA,10,2,8,7,3
13543,LAKEBREEZE,13,2,11,11,2
13544,LAKEFRONT CHILDREN'S ACADEMY,12,8,4,1,11
13545,LAKEFRONT NURSING & REHAB CENTER,11,8,3,5,6
13546,"LAKEFRONT NURSING & REHABILITATION CENTER, LLC",10,6,4,7,3
13547,LAKELAND INC,17,3,14,10,7
13548,LAKESHORE CONVENIENCE STORE,2,0,2,1,1
13549,"LAKESHORE LEARNING ACADEMY, INCORPORATED",13,4,9,5,8
13550,"LAKESHORE RACQUET CLUB, INC.",4,2,2,2,2
13551,LAKESHORE SPORT & FITNESS,33,11,22,18,15
13552,"LAKESIDE ACADEMY, INC",9,5,4,5,4
13553,LAKESIDE BAR,2,0,2,1,1
13554,LAKESIDE BOARDING HOME,8,1,7,7,1
13555,LAKESIDE CENTER,6,4,2,5,1
13556,"LAKESIDE CONVENIENT, INC.",5,1,4,2,3
13557,LAKESIDE FOOD WINE SPIRITS 2,2,0,2,0,2
13558,LAKESIDE FOOD WINE SPIRITS LLC,3,1,2,3,0
13559,LAKESIDE MARKET,2,0,2,0,2
13560,LAKEVIEW BASEBALL CLUB,17,5,12,10,7
13561,LAKEVIEW BEER WINE SPIRITS,2,2,0,0,2
13562,LAKEVIEW FOOD & LIQUOR,7,4,3,5,2
13563,LAKEVIEW FOOD PANTRY,3,0,3,2,1
13564,LAKEVIEW KITCHEN & MARKET,9,4,5,2,7
13565,"LAKEVIEW MARKET FOOD, WINE & SPIRITS",6,1,5,4,2
13566,LAKEVIEW NURSING & GER CENTRE,6,2,4,3,3
13567,LAKEVIEW PRESCHOOL ACADEMY,6,0,6,1,5
13568,LAKEVIEW REHABILITATION AND NURSING CENTER,13,5,8,6,7
13569,LAKEVIEW REWIRED CAFE,13,4,9,7,6
13570,LAKEVIEW TAPROOM,5,2,3,3,2
13571,LALA FOOD MART,9,4,5,5,4
13572,LALIBELA RESTAURANT,17,4,13,10,7
13573,LALICH DELICATESSEN,16,10,6,3,13
13574,LALO  RESTAURANT,17,4,13,8,9
13575,LALO SUBWAY INC,10,4,6,3,7
13576,LALO'S,3,1,2,3,0
13577,LALO'S MEXICAN AND TEQUILA BAR,11,5,6,6,5
13578,LALO'S MEXICAN RESTAURANT,21,11,10,8,13
13579,LALOS MEXICAN RESTAURANT,18,13,5,3,15
13580,"LAMADIA - ART OF PIZZA, LOVE OF WINE",10,3,7,6,4
13581,LAMAJAK,2,0,2,0,2
13582,LAMAR FOOD,2,0,2,2,0
13583,LAMONTS GIFT SHOP,3,2,1,1,2
13584,LAN KWAI FONG BAR & GRILL,2,1,1,0,2
13585,LAN'S CAFE,5,2,3,3,2
13586,LANA'S RESTAURANT & GROCERY INC.,3,1,2,2,1
13587,LANA'S RESTAURANT INC,3,1,2,1,2
13588,LAND AND LAKE KITCHEN,8,4,4,5,3
13589,LAND AND LAKE KITCHEN ANDERSONVILLE,5,0,5,3,2
13590,LAND AND LAKE RAVENSWOOD,9,4,5,7,2
13591,LANDBIRDS,6,2,4,4,2
13592,LANDMARK CENTURY CENTRE CINEMA,6,3,3,3,3
13593,LANE TECH HIGH SCHOOL,21,11,10,9,12
13594,LANGLEY CITGO,2,0,2,1,1
13595,LANGOSTA NAYARITA,13,2,11,8,5
13596,"LANGOSTA NAYARITA OF CHICAGO, LLC",4,1,3,1,3
13597,LANGSTON HUGHES,26,10,16,12,14
13598,LANS,34,10,24,26,8
13599,LANZHOU DOODLES,8,4,4,6,2
13600,LAO BEIJING RESTAURANT,17,10,7,6,11
13601,LAO HUNAN,11,6,5,3,8
